claim_id,quantity,value,uncertainty,n,unit,source_path,source_locator,status
random-meanpool-epoch-sweep.0001,ep100_results::num_slices,100,,3000,count,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep100_results.json,$.num_slices,SOLID
random-meanpool-epoch-sweep.0002,ep100_results::probe_depth,1,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep100_results.json,$.probe_depth,SOLID
random-meanpool-epoch-sweep.0003,ep100_results::best_epoch,48,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep100_results.json,$.best_epoch,SOLID
random-meanpool-epoch-sweep.0004,ep100_results::best_val_auc,0.8559082595976453,,3000,fraction,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep100_results.json,$.best_val_auc,SOLID
random-meanpool-epoch-sweep.0005,ep100_results::test_auc,0.8745808957846787,,3000,fraction,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep100_results.json,$.test_auc,SOLID
random-meanpool-epoch-sweep.0006,ep100_results::test_loss,0.43732556772232056,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep100_results.json,$.test_loss,SOLID
random-meanpool-epoch-sweep.0007,ep100_results::sensitivity,0.7612551159618008,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep100_results.json,$.sensitivity,SOLID
random-meanpool-epoch-sweep.0008,ep100_results::specificity,0.8383311603650587,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep100_results.json,$.specificity,SOLID
random-meanpool-epoch-sweep.0009,ep100_results::probe_params,0,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep100_results.json,$.probe_params,SOLID
random-meanpool-epoch-sweep.0010,ep100_results::head_params,2305,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep100_results.json,$.head_params,SOLID
random-meanpool-epoch-sweep.0011,ep100_results/config/data::num_slices,100,,3000,count,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep100_results.json,$.config.data.num_slices,SOLID
random-meanpool-epoch-sweep.0012,ep100_results/config/data::slice_size,256,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep100_results.json,$.config.data.slice_size,SOLID
random-meanpool-epoch-sweep.0013,ep100_results/config/data::batch_size,256,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep100_results.json,$.config.data.batch_size,SOLID
random-meanpool-epoch-sweep.0014,ep100_results/config/data::num_workers,4,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep100_results.json,$.config.data.num_workers,SOLID
random-meanpool-epoch-sweep.0015,ep100_results/config/data::encode_chunk_size,50,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep100_results.json,$.config.data.encode_chunk_size,SOLID
random-meanpool-epoch-sweep.0016,ep100_results/config/model::patch_size,16,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep100_results.json,$.config.model.patch_size,SOLID
random-meanpool-epoch-sweep.0017,ep100_results/config/model::crop_size,256,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep100_results.json,$.config.model.crop_size,SOLID
random-meanpool-epoch-sweep.0018,ep100_results/config/model::probe_num_heads,12,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep100_results.json,$.config.model.probe_num_heads,SOLID
random-meanpool-epoch-sweep.0019,ep100_results/config/model::probe_depth,1,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep100_results.json,$.config.model.probe_depth,SOLID
random-meanpool-epoch-sweep.0020,ep100_results/config/model::probe_head_dim,64,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep100_results.json,$.config.model.probe_head_dim,SOLID
random-meanpool-epoch-sweep.0021,ep100_results/config/training::lr_probe,0.0004,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep100_results.json,$.config.training.lr_probe,SOLID
random-meanpool-epoch-sweep.0022,ep100_results/config/training::lr_encoder,0.000001,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep100_results.json,$.config.training.lr_encoder,SOLID
random-meanpool-epoch-sweep.0023,ep100_results/config/training::lr_head,0.0004,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep100_results.json,$.config.training.lr_head,SOLID
random-meanpool-epoch-sweep.0024,ep100_results/config/training::weight_decay,0.05,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep100_results.json,$.config.training.weight_decay,SOLID
random-meanpool-epoch-sweep.0025,ep100_results/config/training::dropout,0.2,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep100_results.json,$.config.training.dropout,SOLID
random-meanpool-epoch-sweep.0026,ep100_results/config/training::epochs,50,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep100_results.json,$.config.training.epochs,SOLID
random-meanpool-epoch-sweep.0027,ep100_results/config/training::patience,15,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep100_results.json,$.config.training.patience,SOLID
random-meanpool-epoch-sweep.0028,ep100_results/config/training::warmup_epochs,5,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep100_results.json,$.config.training.warmup_epochs,SOLID
random-meanpool-epoch-sweep.0029,ep100_results/config/training::accum_steps,1,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep100_results.json,$.config.training.accum_steps,SOLID
random-meanpool-epoch-sweep.0030,ep100_results/config/training::seed,42,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep100_results.json,$.config.training.seed,SOLID
random-meanpool-epoch-sweep.0031,ep50_results::num_slices,100,,3000,count,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep50_results.json,$.num_slices,SOLID
random-meanpool-epoch-sweep.0032,ep50_results::probe_depth,1,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep50_results.json,$.probe_depth,SOLID
random-meanpool-epoch-sweep.0033,ep50_results::best_epoch,46,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep50_results.json,$.best_epoch,SOLID
random-meanpool-epoch-sweep.0034,ep50_results::best_val_auc,0.8450730153394241,,3000,fraction,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep50_results.json,$.best_val_auc,SOLID
random-meanpool-epoch-sweep.0035,ep50_results::test_auc,0.8640970649809413,,3000,fraction,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep50_results.json,$.test_auc,SOLID
random-meanpool-epoch-sweep.0036,ep50_results::test_loss,0.45476330892244976,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep50_results.json,$.test_loss,SOLID
random-meanpool-epoch-sweep.0037,ep50_results::sensitivity,0.7469304229195088,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep50_results.json,$.sensitivity,SOLID
random-meanpool-epoch-sweep.0038,ep50_results::specificity,0.8285528031290743,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep50_results.json,$.specificity,SOLID
random-meanpool-epoch-sweep.0039,ep50_results::probe_params,0,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep50_results.json,$.probe_params,SOLID
random-meanpool-epoch-sweep.0040,ep50_results::head_params,2305,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep50_results.json,$.head_params,SOLID
random-meanpool-epoch-sweep.0041,ep50_results/config/data::num_slices,100,,3000,count,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep50_results.json,$.config.data.num_slices,SOLID
random-meanpool-epoch-sweep.0042,ep50_results/config/data::slice_size,256,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep50_results.json,$.config.data.slice_size,SOLID
random-meanpool-epoch-sweep.0043,ep50_results/config/data::batch_size,256,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep50_results.json,$.config.data.batch_size,SOLID
random-meanpool-epoch-sweep.0044,ep50_results/config/data::num_workers,4,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep50_results.json,$.config.data.num_workers,SOLID
random-meanpool-epoch-sweep.0045,ep50_results/config/data::encode_chunk_size,50,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep50_results.json,$.config.data.encode_chunk_size,SOLID
random-meanpool-epoch-sweep.0046,ep50_results/config/model::patch_size,16,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep50_results.json,$.config.model.patch_size,SOLID
random-meanpool-epoch-sweep.0047,ep50_results/config/model::crop_size,256,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep50_results.json,$.config.model.crop_size,SOLID
random-meanpool-epoch-sweep.0048,ep50_results/config/model::probe_num_heads,12,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep50_results.json,$.config.model.probe_num_heads,SOLID
random-meanpool-epoch-sweep.0049,ep50_results/config/model::probe_depth,1,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep50_results.json,$.config.model.probe_depth,SOLID
random-meanpool-epoch-sweep.0050,ep50_results/config/model::probe_head_dim,64,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep50_results.json,$.config.model.probe_head_dim,SOLID
random-meanpool-epoch-sweep.0051,ep50_results/config/training::lr_probe,0.0004,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep50_results.json,$.config.training.lr_probe,SOLID
random-meanpool-epoch-sweep.0052,ep50_results/config/training::lr_encoder,0.000001,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep50_results.json,$.config.training.lr_encoder,SOLID
random-meanpool-epoch-sweep.0053,ep50_results/config/training::lr_head,0.0004,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep50_results.json,$.config.training.lr_head,SOLID
random-meanpool-epoch-sweep.0054,ep50_results/config/training::weight_decay,0.05,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep50_results.json,$.config.training.weight_decay,SOLID
random-meanpool-epoch-sweep.0055,ep50_results/config/training::dropout,0.2,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep50_results.json,$.config.training.dropout,SOLID
random-meanpool-epoch-sweep.0056,ep50_results/config/training::epochs,50,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep50_results.json,$.config.training.epochs,SOLID
random-meanpool-epoch-sweep.0057,ep50_results/config/training::patience,15,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep50_results.json,$.config.training.patience,SOLID
random-meanpool-epoch-sweep.0058,ep50_results/config/training::warmup_epochs,5,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep50_results.json,$.config.training.warmup_epochs,SOLID
random-meanpool-epoch-sweep.0059,ep50_results/config/training::accum_steps,1,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep50_results.json,$.config.training.accum_steps,SOLID
random-meanpool-epoch-sweep.0060,ep50_results/config/training::seed,42,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep50_results.json,$.config.training.seed,SOLID
random-meanpool-epoch-sweep.0061,ep75_results::num_slices,100,,3000,count,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep75_results.json,$.num_slices,SOLID
random-meanpool-epoch-sweep.0062,ep75_results::probe_depth,1,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep75_results.json,$.probe_depth,SOLID
random-meanpool-epoch-sweep.0063,ep75_results::best_epoch,48,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep75_results.json,$.best_epoch,SOLID
random-meanpool-epoch-sweep.0064,ep75_results::best_val_auc,0.8546256388091836,,3000,fraction,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep75_results.json,$.best_val_auc,SOLID
random-meanpool-epoch-sweep.0065,ep75_results::test_auc,0.8723021694701811,,3000,fraction,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep75_results.json,$.test_auc,SOLID
random-meanpool-epoch-sweep.0066,ep75_results::test_loss,0.4397441941102346,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep75_results.json,$.test_loss,SOLID
random-meanpool-epoch-sweep.0067,ep75_results::sensitivity,0.7564802182810368,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep75_results.json,$.sensitivity,SOLID
random-meanpool-epoch-sweep.0068,ep75_results::specificity,0.848761408083442,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep75_results.json,$.specificity,SOLID
random-meanpool-epoch-sweep.0069,ep75_results::probe_params,0,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep75_results.json,$.probe_params,SOLID
random-meanpool-epoch-sweep.0070,ep75_results::head_params,2305,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep75_results.json,$.head_params,SOLID
random-meanpool-epoch-sweep.0071,ep75_results/config/data::num_slices,100,,3000,count,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep75_results.json,$.config.data.num_slices,SOLID
random-meanpool-epoch-sweep.0072,ep75_results/config/data::slice_size,256,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep75_results.json,$.config.data.slice_size,SOLID
random-meanpool-epoch-sweep.0073,ep75_results/config/data::batch_size,256,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep75_results.json,$.config.data.batch_size,SOLID
random-meanpool-epoch-sweep.0074,ep75_results/config/data::num_workers,4,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep75_results.json,$.config.data.num_workers,SOLID
random-meanpool-epoch-sweep.0075,ep75_results/config/data::encode_chunk_size,50,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep75_results.json,$.config.data.encode_chunk_size,SOLID
random-meanpool-epoch-sweep.0076,ep75_results/config/model::patch_size,16,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep75_results.json,$.config.model.patch_size,SOLID
random-meanpool-epoch-sweep.0077,ep75_results/config/model::crop_size,256,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep75_results.json,$.config.model.crop_size,SOLID
random-meanpool-epoch-sweep.0078,ep75_results/config/model::probe_num_heads,12,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep75_results.json,$.config.model.probe_num_heads,SOLID
random-meanpool-epoch-sweep.0079,ep75_results/config/model::probe_depth,1,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep75_results.json,$.config.model.probe_depth,SOLID
random-meanpool-epoch-sweep.0080,ep75_results/config/model::probe_head_dim,64,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep75_results.json,$.config.model.probe_head_dim,SOLID
random-meanpool-epoch-sweep.0081,ep75_results/config/training::lr_probe,0.0004,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep75_results.json,$.config.training.lr_probe,SOLID
random-meanpool-epoch-sweep.0082,ep75_results/config/training::lr_encoder,0.000001,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep75_results.json,$.config.training.lr_encoder,SOLID
random-meanpool-epoch-sweep.0083,ep75_results/config/training::lr_head,0.0004,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep75_results.json,$.config.training.lr_head,SOLID
random-meanpool-epoch-sweep.0084,ep75_results/config/training::weight_decay,0.05,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep75_results.json,$.config.training.weight_decay,SOLID
random-meanpool-epoch-sweep.0085,ep75_results/config/training::dropout,0.2,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep75_results.json,$.config.training.dropout,SOLID
random-meanpool-epoch-sweep.0086,ep75_results/config/training::epochs,50,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep75_results.json,$.config.training.epochs,SOLID
random-meanpool-epoch-sweep.0087,ep75_results/config/training::patience,15,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep75_results.json,$.config.training.patience,SOLID
random-meanpool-epoch-sweep.0088,ep75_results/config/training::warmup_epochs,5,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep75_results.json,$.config.training.warmup_epochs,SOLID
random-meanpool-epoch-sweep.0089,ep75_results/config/training::accum_steps,1,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep75_results.json,$.config.training.accum_steps,SOLID
random-meanpool-epoch-sweep.0090,ep75_results/config/training::seed,42,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_random\ep75_results.json,$.config.training.seed,SOLID
oracle-vs-random-meanpool.0001,oracle_ep100::num_slices,100,,3000,count,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_oracle\oracle_ep100.json,$.num_slices,SOLID
oracle-vs-random-meanpool.0002,oracle_ep100::probe_depth,1,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_oracle\oracle_ep100.json,$.probe_depth,SOLID
oracle-vs-random-meanpool.0003,oracle_ep100::best_epoch,47,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_oracle\oracle_ep100.json,$.best_epoch,SOLID
oracle-vs-random-meanpool.0004,oracle_ep100::best_val_auc,0.8635899775491338,,3000,fraction,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_oracle\oracle_ep100.json,$.best_val_auc,SOLID
oracle-vs-random-meanpool.0005,oracle_ep100::test_auc,0.88548516482246,,3000,fraction,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_oracle\oracle_ep100.json,$.test_auc,SOLID
oracle-vs-random-meanpool.0006,oracle_ep100::test_loss,0.4142720390955607,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_oracle\oracle_ep100.json,$.test_loss,SOLID
oracle-vs-random-meanpool.0007,oracle_ep100::sensitivity,0.7776261937244202,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_oracle\oracle_ep100.json,$.sensitivity,SOLID
oracle-vs-random-meanpool.0008,oracle_ep100::specificity,0.8415906127770535,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_oracle\oracle_ep100.json,$.specificity,SOLID
oracle-vs-random-meanpool.0009,oracle_ep100::probe_params,0,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_oracle\oracle_ep100.json,$.probe_params,SOLID
oracle-vs-random-meanpool.0010,oracle_ep100::head_params,2305,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_oracle\oracle_ep100.json,$.head_params,SOLID
oracle-vs-random-meanpool.0011,oracle_ep100/config/data::num_slices,100,,3000,count,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_oracle\oracle_ep100.json,$.config.data.num_slices,SOLID
oracle-vs-random-meanpool.0012,oracle_ep100/config/data::slice_size,256,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_oracle\oracle_ep100.json,$.config.data.slice_size,SOLID
oracle-vs-random-meanpool.0013,oracle_ep100/config/data::batch_size,256,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_oracle\oracle_ep100.json,$.config.data.batch_size,SOLID
oracle-vs-random-meanpool.0014,oracle_ep100/config/data::num_workers,4,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_oracle\oracle_ep100.json,$.config.data.num_workers,SOLID
oracle-vs-random-meanpool.0015,oracle_ep100/config/data::encode_chunk_size,50,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_oracle\oracle_ep100.json,$.config.data.encode_chunk_size,SOLID
oracle-vs-random-meanpool.0016,oracle_ep100/config/model::patch_size,16,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_oracle\oracle_ep100.json,$.config.model.patch_size,SOLID
oracle-vs-random-meanpool.0017,oracle_ep100/config/model::crop_size,256,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_oracle\oracle_ep100.json,$.config.model.crop_size,SOLID
oracle-vs-random-meanpool.0018,oracle_ep100/config/model::probe_num_heads,12,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_oracle\oracle_ep100.json,$.config.model.probe_num_heads,SOLID
oracle-vs-random-meanpool.0019,oracle_ep100/config/model::probe_depth,1,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_oracle\oracle_ep100.json,$.config.model.probe_depth,SOLID
oracle-vs-random-meanpool.0020,oracle_ep100/config/model::probe_head_dim,64,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_oracle\oracle_ep100.json,$.config.model.probe_head_dim,SOLID
oracle-vs-random-meanpool.0021,oracle_ep100/config/training::lr_probe,0.0004,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_oracle\oracle_ep100.json,$.config.training.lr_probe,SOLID
oracle-vs-random-meanpool.0022,oracle_ep100/config/training::lr_encoder,0.000001,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_oracle\oracle_ep100.json,$.config.training.lr_encoder,SOLID
oracle-vs-random-meanpool.0023,oracle_ep100/config/training::lr_head,0.0004,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_oracle\oracle_ep100.json,$.config.training.lr_head,SOLID
oracle-vs-random-meanpool.0024,oracle_ep100/config/training::weight_decay,0.05,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_oracle\oracle_ep100.json,$.config.training.weight_decay,SOLID
oracle-vs-random-meanpool.0025,oracle_ep100/config/training::dropout,0.2,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_oracle\oracle_ep100.json,$.config.training.dropout,SOLID
oracle-vs-random-meanpool.0026,oracle_ep100/config/training::epochs,50,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_oracle\oracle_ep100.json,$.config.training.epochs,SOLID
oracle-vs-random-meanpool.0027,oracle_ep100/config/training::patience,15,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_oracle\oracle_ep100.json,$.config.training.patience,SOLID
oracle-vs-random-meanpool.0028,oracle_ep100/config/training::warmup_epochs,5,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_oracle\oracle_ep100.json,$.config.training.warmup_epochs,SOLID
oracle-vs-random-meanpool.0029,oracle_ep100/config/training::accum_steps,1,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_oracle\oracle_ep100.json,$.config.training.accum_steps,SOLID
oracle-vs-random-meanpool.0030,oracle_ep100/config/training::seed,42,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_oracle\oracle_ep100.json,$.config.training.seed,SOLID
oracle-vs-random-meanpool.0031,oracle_ep50::num_slices,100,,3000,count,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_oracle\oracle_ep50.json,$.num_slices,SOLID
oracle-vs-random-meanpool.0032,oracle_ep50::probe_depth,1,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_oracle\oracle_ep50.json,$.probe_depth,SOLID
oracle-vs-random-meanpool.0033,oracle_ep50::best_epoch,47,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_oracle\oracle_ep50.json,$.best_epoch,SOLID
oracle-vs-random-meanpool.0034,oracle_ep50::best_val_auc,0.8543915254983413,,3000,fraction,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_oracle\oracle_ep50.json,$.best_val_auc,SOLID
oracle-vs-random-meanpool.0035,oracle_ep50::test_auc,0.8740299460522829,,3000,fraction,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_oracle\oracle_ep50.json,$.test_auc,SOLID
oracle-vs-random-meanpool.0036,oracle_ep50::test_loss,0.43848257970809934,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_oracle\oracle_ep50.json,$.test_loss,SOLID
oracle-vs-random-meanpool.0037,oracle_ep50::sensitivity,0.7510231923601637,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_oracle\oracle_ep50.json,$.sensitivity,SOLID
oracle-vs-random-meanpool.0038,oracle_ep50::specificity,0.8357235984354628,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_oracle\oracle_ep50.json,$.specificity,SOLID
oracle-vs-random-meanpool.0039,oracle_ep50::probe_params,0,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_oracle\oracle_ep50.json,$.probe_params,SOLID
oracle-vs-random-meanpool.0040,oracle_ep50::head_params,2305,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_oracle\oracle_ep50.json,$.head_params,SOLID
oracle-vs-random-meanpool.0041,oracle_ep50/config/data::num_slices,100,,3000,count,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_oracle\oracle_ep50.json,$.config.data.num_slices,SOLID
oracle-vs-random-meanpool.0042,oracle_ep50/config/data::slice_size,256,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_oracle\oracle_ep50.json,$.config.data.slice_size,SOLID
oracle-vs-random-meanpool.0043,oracle_ep50/config/data::batch_size,256,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_oracle\oracle_ep50.json,$.config.data.batch_size,SOLID
oracle-vs-random-meanpool.0044,oracle_ep50/config/data::num_workers,4,,3000,scalar,C:\Users\Gary\Desktop\jepa\results\downstream\meanpool_sweep_oracle\oracle_ep50.json,$.config.data.num_workers,SOLID
